edition_text,name,notice_category,notice_code,notice_deadline,notice_id,notice_specifics,notice_timeline,notice_type,publication_date
The London Gazette,S.B.S. ECLIPSE LIMITED,Corporate Insolvency,2443,,4570427,"Appointment of Liquidators,Chorley,Barking and Dagenham,IG11 0RJ,51.531307,0.120798,PR7 4EX,53.613679,-2.605206,2024-02-28,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570427,Name of Company: ,S.B.S. ECLIPSE LIMITED,Company Number: ,03651221,Registered office: ,First Floor, Fairclough House, Church Street, Adlington, PR7 4EX,Principal trading address: ,Unit 13 Rippleside Comercial, Estate, Barking, Essex, IG11 0RJ,Nature of Business: ,Repair of machinery,Type of Liquidation: ,Creditors Voluntary Liquidation,Date of Appointment: ,28 February 2024,By whom Appointed: ,Members and Creditors,Liquidator's name and address: ,Rikki ,Burton ,(IP No. 14430) , of Anderson Brookes Insolvency Practitioners Limited, ,1st Floor, Fairclough House, Church Street, Chorley, Lancashire, PR7 4EX. ,For further information contact ,Samaya ,Fletcher ,at the offices of Anderson Brookes Insolvency Practitioners Limited on ,01204255051,, or ,samaya@andersonbrookes.co.uk,. ,5 March 2024","Notice timeline for S.B.S. ECLIPSE LIMITED (03651221),4558800 ,Meetings of Creditors,21/02/2024,Appointment of Liquidators,06/03/2024,4570428 ,Resolutions for Winding-up,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:40"
The London Gazette,AB RENOVATIONS (UK) LIMITED,Corporate Insolvency,2441,,4570425,"Resolutions for Winding-up,Chorley,Milton Keynes,MK13 9HB,52.04604,-0.796858,PR7 4EX,53.613679,-2.605206,2024-02-28,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570425,AB RENOVATIONS (UK) LIMITED,(Company Number ,08849531,)        ,Registered office: ,Unit 47 Alston Drive, Bradwell Abbey, Milton Keynes, MK13 9HB,Principal trading address: ,Unit 47 Alston Drive, Bradwell Abbey, Milton Keynes, MK13 9HB,Nature of Business: Other building completion and finishing.,Type of Liquidation: Creditors Voluntary Liquidation.,Place of meeting: ,Virtual Meeting.,Date of meeting: ,28 February 2024.,Notice is given that at a General Meeting of the Company, duly convened and held at       the place and on the date given above, a special resolution was passed that the company       be wound up voluntarily; and an ordinary resolution was passed appointing the Liquidator       for the purposes of the winding-up.        ,Date of Appointment:         			28 February 2024,Liquidator's Name and Address: ,Rikki ,Burton ,(IP No. 14430) , of Anderson Brookes Insolvency Practitioners Limited, ,1st Floor, Fairclough House, Church Street, Chorley, Lancashire, PR7 4EX. ,For further information contact ,Samaya ,Fletcher ,at the offices of Anderson Brookes Insolvency Practitioners Limited on ,01204255051,, or ,samaya@andersonbrookes.co.uk,. ,4 March 2024","Notice timeline for AB RENOVATIONS (UK) LIMITED (08849531),Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:40"
The London Gazette,HARMONY LANDSCAPES LTD,Corporate Insolvency,2441,,4570423,"Resolutions for Winding-up,Chorley,Colchester,CO3 8AU,51.88638,0.824879,PR7 4EX,53.613679,-2.605206,2024-02-26,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570423,HARMONY LANDSCAPES LTD,(Company Number ,13091360,)        ,Registered office: ,16 Otter Place, Stanway, Colchester, Essex, CO3 8AU,Principal trading address: ,16 Otter Place, Stanway, Colchester, Essex, CO3 8AU,Nature of Business: Other building completion and finishing.,Type of Liquidation: Creditors Voluntary Liquidation.,Place of meeting: ,Virtual Meeting.,Date of meeting: ,26 February 2024.,Notice is given that at a General Meeting of the Company, duly convened and held at       the place and on the date given above, a special resolution was passed that the company       be wound up voluntarily; and an ordinary resolution was passed appointing the Liquidator       for the purposes of the winding-up.        ,Date of Appointment:         			26 February 2024,Liquidator's Name and Address: ,Rikki ,Burton ,(IP No. 14430) , of Anderson Brookes Insolvency Practitioners Limited, ,1st Floor, Fairclough House, Church Street, Chorley, Lancashire, PR7 4EX. ,For further information contact ,Samaya ,Fletcher ,at the offices of Anderson Brookes Insolvency Practitioners Limited on ,01204255051,, or ,samaya@andersonbrookes.co.uk,. ,4 March 2024","Notice timeline for HARMONY LANDSCAPES LTD (13091360),4558799 ,Meetings of Creditors,21/02/2024,Resolutions for Winding-up,06/03/2024,4570424 ,Appointment of Liquidators,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:40"
The London Gazette,HARMONY LANDSCAPES LTD,Corporate Insolvency,2443,,4570424,"Appointment of Liquidators,Chorley,Colchester,CO3 8AU,51.88638,0.824879,PR7 4EX,53.613679,-2.605206,2024-02-26,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570424,Name of Company: ,HARMONY LANDSCAPES LTD,Company Number: ,13091360,Registered office: ,16 Otter Place, Stanway, Colchester, Essex, CO3 8AU,Principal trading address: ,16 Otter Place, Stanway, Colchester, Essex, CO3 8AU,Nature of Business: ,Other building completion and finishing,Type of Liquidation: ,Creditors Voluntary Liquidation,Date of Appointment: ,26 February 2024,By whom Appointed: ,Members and Creditors,Liquidator's name and address: ,Rikki ,Burton ,(IP No. 14430) , of Anderson Brookes Insolvency Practitioners Limited, ,1st Floor, Fairclough House, Church Street, Chorley, Lancashire, PR7 4EX. ,For further information contact ,Samaya ,Fletcher ,at the offices of Anderson Brookes Insolvency Practitioners Limited on ,01204255051,, or ,samaya@andersonbrookes.co.uk,. ,4 March 2024","Notice timeline for HARMONY LANDSCAPES LTD (13091360),4558799 ,Meetings of Creditors,21/02/2024,4570423 ,Resolutions for Winding-up,06/03/2024,Appointment of Liquidators,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:40"
The London Gazette,GIULIANO'S CROWLAND LTD,Corporate Insolvency,2443,,4570421,"Appointment of Liquidators,Chorley,South Holland,PE6 0EN,52.676078,-0.16721,PR7 4EX,53.613679,-2.605206,2024-02-27,2024-03-01,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570421,Name of Company: ,GIULIANO'S CROWLAND LTD,Company Number: ,10869696,Registered office: ,10 East Street, Crowland, PE6 0EN,Principal trading address: ,10 East Street, Crowland, PE6 0EN,Nature of Business: ,Other business support service activities not elsewhere classified,Type of Liquidation: ,Creditors Voluntary Liquidation,Date of Appointment: ,27 February 2024,By whom Appointed: ,Members and Creditors,Liquidator's name and address: ,Rikki ,Burton ,(IP No. 14430) , of Anderson Brookes Insolvency Practitioners Limited, ,1st Floor, Fairclough House, Church Street, Chorley, Lancashire, PR7 4EX. ,For further information contact ,Samaya ,Fletcher ,at the offices of Anderson Brookes Insolvency Practitioners Limited on ,01204255051,, or ,samaya@andersonbrookes.co.uk,. ,1 March 2024","Notice timeline for GIULIANO'S CROWLAND LTD (10869696),Appointment of Liquidators,06/03/2024,4570422 ,Resolutions for Winding-up,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:40"
The London Gazette,GIULIANO'S CROWLAND LTD,Corporate Insolvency,2441,,4570422,"Resolutions for Winding-up,Chorley,South Holland,PE6 0EN,52.676078,-0.16721,PR7 4EX,53.613679,-2.605206,2024-02-27,2024-03-01,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570422,GIULIANO'S CROWLAND LTD,(Company Number ,10869696,)        ,Registered office: ,10 East Street, Crowland, PE6 0EN,Principal trading address: ,10 East Street, Crowland, PE6 0EN,Nature of Business: Other business support service activities not elsewhere classified.,Type of Liquidation: Creditors Voluntary Liquidation.,Place of meeting: ,Virtual Meeting.,Date of meeting: ,27 February 2024.,Notice is given that at a General Meeting of the Company, duly convened and held at       the place and on the date given above, a special resolution was passed that the company       be wound up voluntarily; and an ordinary resolution was passed appointing the Liquidator       for the purposes of the winding-up.        ,Date of Appointment:         			27 February 2024,Liquidator's Name and Address: ,Rikki ,Burton ,(IP No. 14430) , of Anderson Brookes Insolvency Practitioners Limited, ,1st Floor, Fairclough House, Church Street, Chorley, Lancashire, PR7 4EX. ,For further information contact ,Samaya ,Fletcher ,at the offices of Anderson Brookes Insolvency Practitioners Limited on ,01204255051,, or ,samaya@andersonbrookes.co.uk,. ,1 March 2024","Notice timeline for GIULIANO'S CROWLAND LTD (10869696),4570421 ,Appointment of Liquidators,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:40"
The London Gazette,REVOLUTION TRANSPORT SERVICES LTD,Corporate Insolvency,2442,,4570420,"Meetings of Creditors,Chorley,Warrington,PR7 5PA,53.636187,-2.714391,WA3 6PJ,53.431748,-2.509799,Insolvency Act 1986,Insolvency Act 1986, s. 100,the Insolvency (England and Wales) Rules 2016,2024-03-01,2024-03-06,2024-03-13,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570420,REVOLUTION TRANSPORT SERVICES LTD,(Company Number ,07932625,)        ,Registered office: ,27 Leacroft Road, Birchwood, Warrington, WA3 6PJ,Principal trading address: ,27 Leacroft Road, Birchwood, Warrington, WA3 6PJ,Nature of Business: Freight transport by road; Operation of warehousing and storage         facilities.,Type of Liquidation: Creditors' Voluntary.,Date of meeting:       ,13 March 2024.         ,Time of meeting:       ,1:30 pm.               ,NOTICE IS HEREBY GIVEN pursuant to Rule 15.13 of the Insolvency (England and Wales)       Rules 2016, that a virtual meeting of the creditors of the above named Company will       be held on the date and time specified in this notice for the purposes mentioned in       Section 100 of the Insolvency Act 1986. The Insolvency Practitioner named below is       qualified to act in this matter. A list of names and addresses of the Company's creditors       may be inspected, free of charge, at the address given below, between 10.00am and       4.00pm on the two business days preceding the date of the meeting.        ,Resolutions to be taken at the meeting may include a resolution specifying the terms       on which the liquidator is to be remunerated, and the meeting may receive information       about, or be called upon to approve the costs of preparing the statement of affairs       and convening the meeting.        ,Creditors entitled to attend and vote at the virtual meeting may participate either       in person or by proxy. A creditor can attend the virtual meeting and vote, and is       entitled to vote if they have delivered proof of their debt by no later than 4 pm       on the business day before the meeting. If a creditor cannot attend, or does not wish       to attend, but still wishes to vote at the virtual meeting, they can ether nominate       a person to attend on their behalf, or they may nominate the Chairman of the virtual       meeting, who will be a director of the Company, to vote on their behalf. Such creditors       must still submit the proof of their claim by no later than 4 pm on the business day       before the meeting but proxies will be accepted by the Chairman up to the commencement       of the virtual meeting. For the purposes of voting, any secured creditors are required       (unless they surrender their security) to lodge a statement with the Insolvency Practitioners       prior to the Meeting, giving particulars of their security, the date when it was given       and its assessed value. Creditors must deliver proof of their claim and their proxy       using the details provided below.        ,By Order of the Board,John Marland, Director ,Insolvency Practitioner's Name and Address: ,Clive Morris ,(IP No. 8820) , of Marshall Peters, ,Heskin Hall Farm, Wood Lane, Heskin, Preston, PR7 5PA. ,Telephone: 01257 452021. ,For further information contact ,Olivia Hamer ,at the offices of Marshall Peters on ,01257 452021,, or ,oliviahamer@marshallpeters.co.uk,. ,1 March 2024","Notice timeline for REVOLUTION TRANSPORT SERVICES LTD (07932625),Meetings of Creditors,06/03/2024",Meetings of Creditors,"6 March 2024, 10:30"
The London Gazette,MARGARET WAKEHAM,Personal Legal,2903,7 May 2024,4570338,"Deceased Estates,Broadland,Cornwall,NR7 7WD,52.647735,1.32296,PL12 6DJ,50.410278,-4.221652,Trustee Act 1925,Trustee Act 1925, s. 27,2023-06-17,2024-03-05,2024-05-07,TSO (The Stationery Office), customer.services@thegazette.co.uk,2903,4570338,Details of the deceased,Deceased Surname:,WAKEHAM,Deceased First name:,MARGARET,Deceased Middle name(s):,ANGELA,Deceased Title:,Miss,Date of Death:,17 June 2023,Deceased Occupation:,Teacher,Claims Date:,7 May 2024,Last address of the deceased,Address Line 1:,St Anne's Care Home,Address Line 2:,Plougastel Drive,Town:,Saltash,County:,Cornwall,Postcode:,PL12 6DJ,Details of the Executor/Administrator,Executor/Administrator Surname: ,Melling,Executor/Administrator First name: ,Bernard,Executor/Administrator Middle name(s): ,Edward,Address 1:,The London Gazette (39716),Address 2:,PO Box 3584,Town:,Norwich,Postcode:,NR7 7WD,Legal information,Notice is hereby given pursuant to section 27 (Deceased Estates) of the Trustee Act         1925, that any person having a claim against or an interest in the estate of any of         the deceased persons whose names and addresses are set out above is hereby required         to send particulars in writing of his claim or interest to the person or persons whose         names and addresses are set out above, and to send such particulars before the date         specified in relation to that deceased person displayed above, after which date the         personal representatives will distribute the estate among the persons entitled thereto         having regard only to the claims and interests of which they have had notice and will         not, as respects the property so distributed, be liable to any person of whose claim         they shall not then have had notice.",,Deceased Estates,6 March 2024
The London Gazette,PHIL REED CERAMICS LIMITED,Corporate Insolvency,2443,,4570431,"Appointment of Liquidators,Chorley,Doncaster,DN12 1DN,53.482001,-1.194668,PR7 4EX,53.613679,-2.605206,2024-02-28,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570431,Name of Company: ,PHIL REED CERAMICS LIMITED,Company Number: ,09129770,Registered office: ,1st Floor, Fairclough House, Church Street, Chorley, PR7 4EX,Principal trading address: ,16 Bungalow Road, Edlington, Doncaster, DN12 1DN,Nature of Business: ,Floor and wall covering,Type of Liquidation: ,Creditors Voluntary Liquidation,Date of Appointment: ,28 February 2024,By whom Appointed: ,Members and Creditors,Liquidator's name and address: ,Rikki ,Burton ,(IP No. 14430) , of Anderson Brookes Insolvency Practitioners Limited, ,1st Floor, Fairclough House, Church Street, Chorley, Lancashire, PR7 4EX. ,For further information contact ,Steven ,Marshall ,at the offices of Anderson Brookes Insolvency Practitioners Limited on ,01204255051,, or ,steven@andersonbrookes.co.uk,. ,5 March 2024","Notice timeline for PHIL REED CERAMICS LIMITED (09129770),4558795 ,Meetings of Creditors,21/02/2024,Appointment of Liquidators,06/03/2024,4570430 ,Resolutions for Winding-up,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:30"
The London Gazette,DAVID DEAN CONSTRUCTION LTD,Corporate Insolvency,2442,,4570419,"Meetings of Creditors,Chorley,South Ribble,PR1 9XU,53.742864,-2.715212,PR7 5PA,53.636187,-2.714391,Insolvency Act 1986,Insolvency Act 1986, s. 100,the Insolvency (England and Wales) Rules 2016,2024-03-01,2024-03-06,2024-03-13,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570419,DAVID DEAN CONSTRUCTION LTD,(Company Number ,09700969,)        ,Registered office: ,32 Stricklands Lane, Penwortham, Preston, PR1 9XU,Principal trading address: ,32 Stricklands Lane, Penwortham, Preston, PR1 9XU,Nature of Business: Construction of domestic buildings.,Type of Liquidation: Creditors' Voluntary.,Date of meeting:       ,13 March 2024.         ,Time of meeting:       ,10:30 am.               ,NOTICE IS HEREBY GIVEN pursuant to Rule 15.13 of the Insolvency (England and Wales)       Rules 2016, that a virtual meeting of the creditors of the above named Company will       be held on the date and time specified in this notice for the purposes mentioned in       Section 100 of the Insolvency Act 1986. The Insolvency Practitioner named below is       qualified to act in this matter. A list of names and addresses of the Company's creditors       may be inspected, free of charge, at the address given below, between 10.00am and       4.00pm on the two business days preceding the date of the meeting.        ,Resolutions to be taken at the meeting may include a resolution specifying the terms       on which the liquidator is to be remunerated, and the meeting may receive information       about, or be called upon to approve the costs of preparing the statement of affairs       and convening the meeting.        ,Creditors entitled to attend and vote at the virtual meeting may participate either       in person or by proxy. A creditor can attend the virtual meeting and vote, and is       entitled to vote if they have delivered proof of their debt by no later than 4 pm       on the business day before the meeting. If a creditor cannot attend, or does not wish       to attend, but still wishes to vote at the virtual meeting, they can ether nominate       a person to attend on their behalf, or they may nominate the Chairman of the virtual       meeting, who will be a director of the Company, to vote on their behalf. Such creditors       must still submit the proof of their claim by no later than 4 pm on the business day       before the meeting but proxies will be accepted by the Chairman up to the commencement       of the virtual meeting. For the purposes of voting, any secured creditors are required       (unless they surrender their security) to lodge a statement with the Insolvency Practitioners       prior to the Meeting, giving particulars of their security, the date when it was given       and its assessed value. Creditors must deliver proof of their claim and their proxy       using the details provided below.        ,By Order of the Board,David Dean, Director ,Insolvency Practitioner's Name and Address: ,Clive Morris ,(IP No. 8820) , of Marshall Peters, ,Heskin Hall Farm, Wood Lane, Heskin, Preston, PR7 5PA. ,Telephone: 01257 452021. ,For further information contact ,Olivia Hamer ,at the offices of Marshall Peters on ,01257 452021,, or ,oliviahamer@marshallpeters.co.uk,. ,1 March 2024","Notice timeline for DAVID DEAN CONSTRUCTION LTD (09700969),4531863 ,Meetings of Creditors,16/01/2024,Meetings of Creditors,06/03/2024",Meetings of Creditors,"6 March 2024, 10:30"
The London Gazette,MIRAFIELD LIMITED,Corporate Insolvency,2431,,4570416,"Resolutions for Winding-up,Greenwich,Newham,Barnet,E16 1DR,51.508935,0.025005,N2 8EY,51.593123,-0.167965,SE10 0RT,51.488752,0.01891,2024-02-29,2024-03-01,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570416,MIRAFIELD LIMITED,(Company Number ,04328868,)        ,Registered office: ,23 Angerstein Business Park, Horn Lane, London, SE10 0RT,Principal trading address: ,Unit 1D Warehouse K, 2 Western Gateway, London, E16 1DR,Notice is given that by written resolutions, the members of the company passed a special       resolution that the company be wound up voluntarily, and an ordinary resolution appointing       the Liquidator for the purposes of the winding-up. The requisite voting majority was       received on 29/02/2024        ,Andrew Mark Sharrod, Director.,Date of Appointment:         29 February 2024,Liquidator's Name and Address: ,Christopher ,Scott ,Andersen ,(IP No. 16070) , of AABRS Limited, ,Langley House, Park Road, London, N2 8EY. ,For further information contact ,Madhav ,Vibhakar ,at the offices of AABRS Limited on ,020 8444 3400,, or ,mv@aabrs.com,. ,1 March 2024","Notice timeline for MIRAFIELD LIMITED (04328868),4570415 ,Appointment of Liquidators,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:30"
The London Gazette,LIFESTYLE FIREPLACES BY DESIGN LIMITED,Corporate Insolvency,2443,,4570417,"Appointment of Liquidators,Stockport,Trafford,Bury,M25 0DB,53.524987,-2.253295,M33 6RH,53.421116,-2.330715,SK3 8AX,53.403174,-2.161168,2024-02-27,2024-02-29,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570417,Name of Company: ,LIFESTYLE FIREPLACES BY DESIGN LIMITED,Company Number: ,07547614,Registered office: ,67 Windsor Road, Prestwich, Manchester, M25 0DB,Principal trading address: ,152 - 154 Washway Road, Sale, Cheshire, M33 6RH,Nature of Business: ,Other retail sale of new goods in specialised stores (not commercial art ga,Type of Liquidation: ,Creditors' Voluntary,Date of Appointment: ,27 February 2024,By whom Appointed: ,Members and Creditors,Joint Liquidator's Name and Address: ,Andrew Mark Bland,(IP No. ,9472,), of ,DMC Recovery Limited,, ,41 Greek Street, Stockport, Cheshire, SK3 8AX,. ,Email: creditors@dmcrecovery.co.uk. ,Telephone: 0161 474 0920. ,Joint Liquidator's Name and Address: ,Janet Mayo,(IP No. ,9595,), of ,DMC Recovery Limited,, ,41 Greek Street, Stockport, Cheshire, SK3 8AX,. ,Email: janet.mayo@dmcrecovery.co.uk. ,Telephone: 0161 474 0920. ,For further information contact ,Jasmine Hutchcroft ,at the offices of DMC Recovery Limited on ,0161 474 0920,, or ,jasmine.hutchcroft@dmcrecovery.co.uk,. ,29 February 2024","Notice timeline for LIFESTYLE FIREPLACES BY DESIGN LIMITED (07547614),Appointment of Liquidators,06/03/2024,4570418 ,Resolutions for Winding-up,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:30"
The London Gazette,LIFESTYLE FIREPLACES BY DESIGN LIMITED,Corporate Insolvency,2431,,4570418,"Resolutions for Winding-up,Stockport,Trafford,Bury,M25 0DB,53.524987,-2.253295,M33 6RH,53.421116,-2.330715,SK3 8AX,53.403174,-2.161168,2024-02-27,2024-02-29,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570418,LIFESTYLE FIREPLACES BY DESIGN LIMITED,(Company Number ,07547614,)        ,Registered office: ,67 Windsor Road, Prestwich, Manchester, M25 0DB,Principal trading address: ,152 - 154 Washway Road, Sale, Cheshire, M33 6RH,Notice is given that by written resolutions, the sole member of the company passed       a special resolution that the company be wound up voluntarily, and an ordinary resolution       appointing the Joint Liquidators for the purposes of the winding-up. The requisite       voting majority was received on 27 February 2024        ,Kenneth Marshall, Director.,Date of Appointment:         27 February 2024,Joint Liquidator's Name and Address: ,Andrew Mark Bland ,(IP No. 9472) , of DMC Recovery Limited, ,41 Greek Street, Stockport, Cheshire, SK3 8AX. ,Email: creditors@dmcrecovery.co.uk. ,Telephone: 0161 474 0920. ,Joint Liquidator's Name and Address: ,Janet Mayo ,(IP No. 9595) , of DMC Recovery Limited, ,41 Greek Street, Stockport, Cheshire, SK3 8AX. ,Email: janet.mayo@dmcrecovery.co.uk. ,Telephone: 0161 474 0920. ,For further information contact ,Jasmine Hutchcroft ,at the offices of DMC Recovery Limited on ,0161 474 0920,, or ,jasmine.hutchcroft@dmcrecovery.co.uk,. ,29 February 2024","Notice timeline for LIFESTYLE FIREPLACES BY DESIGN LIMITED (07547614),4570417 ,Appointment of Liquidators,06/03/2024,Resolutions for Winding-up,06/03/2024",Resolutions for Winding-up,"6 March 2024, 10:30"
The London Gazette,OSCAR FABER TRUSTEES LIMITED,Corporate Insolvency,2432,,4570413,"Appointment of Liquidators,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,2024-02-21,2024-02-27,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570413,Name of Company: ,OSCAR FABER TRUSTEES LIMITED,Company Number: ,02706993,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Nature of Business: ,74990 - Non-trading company,Type of Liquidation: ,Member's Voluntary,Date of Appointment: ,21 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Emily Gillett ,at the offices of Crowe U.K. LLP on 01892 700 200, or recoverysolutions@crowe.co.uk.         ,By whom Appointed: ,Members,27 February 2024","Notice timeline for OSCAR FABER TRUSTEES LIMITED (02706993),4570412 ,Notices to Creditors,06/03/2024,4570414 ,Resolutions for Winding-up,06/03/2024,Appointment of Liquidators,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:30"
The London Gazette,MIRAFIELD LIMITED,Corporate Insolvency,2443,,4570415,"Appointment of Liquidators,Greenwich,Newham,Barnet,E16 1DR,51.508935,0.025005,N2 8EY,51.593123,-0.167965,SE10 0RT,51.488752,0.01891,2024-02-29,2024-03-01,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570415,Name of Company: ,MIRAFIELD LIMITED,Company Number: ,04328868,Registered office: ,23 Angerstein Business Park, Horn Lane, London, SE10 0RT,Principal trading address: ,Unit 1D Warehouse K, 2 Western Gateway, London, E16 1DR,Nature of Business: ,Printing not elsewhere classified,Type of Liquidation: ,Creditors Voluntary Liquidation,Date of Appointment: ,29 February 2024,By whom Appointed: ,Members and Creditors,Liquidator's name and address: ,Christopher ,Scott ,Andersen ,(IP No. 16070) , of AABRS Limited, ,Langley House, Park Road, London, N2 8EY. ,For further information contact ,Madhav ,Vibhakar ,at the offices of AABRS Limited on ,020 8444 3400,, or ,mv@aabrs.com,. ,1 March 2024","Notice timeline for MIRAFIELD LIMITED (04328868),Appointment of Liquidators,06/03/2024,4570416 ,Resolutions for Winding-up,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:30"
The London Gazette,DAVIS LANGDON SERVICES (UK) LIMITED,Corporate Insolvency,2432,,4570408,"Appointment of Liquidators,Tower Hamlets,Tunbridge Wells,E1 8FA,51.514772,-0.072095,TN1 1EE,51.134985,0.262526,2024-02-21,2024-02-27,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4570408,Name of Company: ,DAVIS LANGDON SERVICES (UK) LIMITED,Company Number: ,06997578,Registered office: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Principal trading address: ,Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA,Nature of Business: ,78300 - Human resources provision and management of human resources functio,Type of Liquidation: ,Member's Voluntary,Date of Appointment: ,21 February 2024,Joint Liquidator's Name and Address: ,Steven Edwards ,(IP No. 26090) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,Joint Liquidator's Name and Address: ,Vincent John Green ,(IP No. 09416) , of Crowe U.K. LLP, ,4 Mount Ephraim Road, Tunbridge Wells, Kent, TN1 1EE. ,Telephone: 01892 700200. ,For further information contact ,Emily Gillett ,at the offices of Crowe U.K. LLP on 01892 700 200, or recoverysolutions@crowe.co.uk.         ,By whom Appointed: ,Members,27 February 2024","Notice timeline for DAVIS LANGDON SERVICES (UK) LIMITED (06997578),4570407 ,Notices to Creditors,06/03/2024,Appointment of Liquidators,06/03/2024,4570409 ,Resolutions for Winding-up,06/03/2024",Appointment of Liquidators,"6 March 2024, 10:30"
